Index,Flow ID,Device Name,Device MAC Address,Control IP Address,Device Type,Channel,Primary/Secondary,Flow Type,Sender/Receiver,Flow Number,Flow Name,Flow Source IP,Flow Source Port,Flow Destination IP,Flow Destination Port,Flow Destination MAC,Flow VLAN ID,Flow Enabled,SDP File URL
29,b44f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Primary,2110-30,Sender,29,SPARE AUD 4,10.1.20.25,10000,239.125.102.204,20000,01:00:5e:19:66:cc,0,0,10.1.20.25/emsfp/node/v1/sdp/b44f66a2-9910-11e5-8894-feff819cdc9f
30,b45f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,30,tx ch2 flow 4 secondary,10.1.20.25,10000,239.125.202.204,20000,01:00:5e:19:ca:cc,0,0,10.1.20.25/emsfp/node/v1/sdp/b45f66a2-9910-11e5-8894-feff819cdc9f
31,b54f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Primary,2110-30,Sender,31,SPARE AUD 5,10.1.20.25,10000,239.125.102.205,20000,01:00:5e:19:66:cd,0,0,10.1.20.25/emsfp/node/v1/sdp/b54f66a2-9910-11e5-8894-feff819cdc9f
32,b55f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,32,tx ch2 flow 5 secondary,10.1.20.25,10000,239.125.202.205,20000,01:00:5e:19:ca:cd,0,0,10.1.20.25/emsfp/node/v1/sdp/b55f66a2-9910-11e5-8894-feff819cdc9f
33,b64f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Primary,2110-30,Sender,33,SPARE AUD 6,10.1.20.25,10000,239.125.102.206,20000,01:00:5e:19:66:ce,0,0,10.1.20.25/emsfp/node/v1/sdp/b64f66a2-9910-11e5-8894-feff819cdc9f
34,b65f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,34,tx ch2 flow 6 secondary,10.1.20.25,10000,239.125.202.206,20000,01:00:5e:19:ca:ce,0,0,10.1.20.25/emsfp/node/v1/sdp/b65f66a2-9910-11e5-8894-feff819cdc9f
35,b74f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Primary,2110-30,Sender,35,SPARE AUD 7,10.1.20.25,10000,239.125.102.207,20000,01:00:5e:19:66:cf,0,0,10.1.20.25/emsfp/node/v1/sdp/b74f66a2-9910-11e5-8894-feff819cdc9f
36,b75f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,36,tx ch2 flow 7 secondary,10.1.20.25,10000,239.125.202.207,20000,01:00:5e:19:ca:cf,0,0,10.1.20.25/emsfp/node/v1/sdp/b75f66a2-9910-11e5-8894-feff819cdc9f
37,b84f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Primary,2110-30,Sender,37,SPARE AUD 8,10.1.20.25,10000,239.125.102.208,20000,01:00:5e:19:66:d0,0,0,10.1.20.25/emsfp/node/v1/sdp/b84f66a2-9910-11e5-8894-feff819cdc9f
38,b85f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,38,tx ch2 flow 8 secondary,10.1.20.25,10000,239.125.202.208,20000,01:00:5e:19:ca:d0,0,0,10.1.20.25/emsfp/node/v1/sdp/b85f66a2-9910-11e5-8894-feff819cdc9f
39,b94f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Primary,2110-40,Sender,39,SPARE ANC,10.1.20.25,10000,239.125.102.241,20000,01:00:5e:19:66:f1,0,1,10.1.20.25/emsfp/node/v1/sdp/b94f66a2-9910-11e5-8894-feff819cdc9f
40,b95f66a2-9910-11e5-8894-feff819cdc9f,ENCAP25,40:a3:6b:a0:77:xx,10.1.20.25,2110 Encapsulator - MA,2,Secondary,2110-40,Sender,40,SPARE ANC,10.1.20.25,10000,239.125.202.241,20000,01:00:5e:19:ca:f1,0,0,10.1.20.25/emsfp/node/v1/sdp/b95f66a2-9910-11e5-8894-feff819cdc9f
1,a04f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-20,Sender,1,SPARE,10.1.20.26,10000,239.126.101.20,20000,01:00:5e:1a:65:14,0,1,10.1.20.26/emsfp/node/v1/sdp/a04f66a2-9910-11e5-8894-feff819cdc9f
2,a05f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-20,Sender,2,SPARE,10.1.20.26,10000,239.126.201.20,20000,01:00:5e:1a:c9:14,0,0,10.1.20.26/emsfp/node/v1/sdp/a05f66a2-9910-11e5-8894-feff819cdc9f
3,a14f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-30,Sender,3,SPARE AUD 1,10.1.20.26,10000,239.126.101.201,20000,01:00:5e:1a:65:c9,0,1,10.1.20.26/emsfp/node/v1/sdp/a14f66a2-9910-11e5-8894-feff819cdc9f
4,a15f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-30,Sender,4,SPARE AUD,10.1.20.26,10000,239.126.201.201,20000,01:00:5e:1a:c9:c9,0,0,10.1.20.26/emsfp/node/v1/sdp/a15f66a2-9910-11e5-8894-feff819cdc9f
5,a24f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-30,Sender,5,SPARE AUD 2,10.1.20.26,10000,239.126.101.202,20000,01:00:5e:1a:65:ca,0,0,10.1.20.26/emsfp/node/v1/sdp/a24f66a2-9910-11e5-8894-feff819cdc9f
6,a25f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-30,Sender,6,tx ch1 flow 2 secondary,10.1.20.26,10000,239.126.201.202,20000,01:00:5e:1a:c9:ca,0,0,10.1.20.26/emsfp/node/v1/sdp/a25f66a2-9910-11e5-8894-feff819cdc9f
7,a34f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-30,Sender,7,SPARE AUD 3,10.1.20.26,10000,239.126.101.203,20000,01:00:5e:1a:65:cb,0,0,10.1.20.26/emsfp/node/v1/sdp/a34f66a2-9910-11e5-8894-feff819cdc9f
8,a35f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-30,Sender,8,tx ch1 flow 3 secondary,10.1.20.26,10000,239.126.201.203,20000,01:00:5e:1a:c9:cb,0,0,10.1.20.26/emsfp/node/v1/sdp/a35f66a2-9910-11e5-8894-feff819cdc9f
9,a44f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-30,Sender,9,SPARE AUD 4,10.1.20.26,10000,239.126.101.204,20000,01:00:5e:1a:65:cc,0,0,10.1.20.26/emsfp/node/v1/sdp/a44f66a2-9910-11e5-8894-feff819cdc9f
10,a45f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-30,Sender,10,tx ch1 flow 4 secondary,10.1.20.26,10000,239.126.201.204,20000,01:00:5e:1a:c9:cc,0,0,10.1.20.26/emsfp/node/v1/sdp/a45f66a2-9910-11e5-8894-feff819cdc9f
11,a54f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-30,Sender,11,SPARE AUD 5,10.1.20.26,10000,239.126.101.205,20000,01:00:5e:1a:65:cd,0,0,10.1.20.26/emsfp/node/v1/sdp/a54f66a2-9910-11e5-8894-feff819cdc9f
12,a55f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-30,Sender,12,tx ch1 flow 5 secondary,10.1.20.26,10000,239.126.201.205,20000,01:00:5e:1a:c9:cd,0,0,10.1.20.26/emsfp/node/v1/sdp/a55f66a2-9910-11e5-8894-feff819cdc9f
13,a64f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-30,Sender,13,SPARE AUD 6,10.1.20.26,10000,239.126.101.206,20000,01:00:5e:1a:65:ce,0,0,10.1.20.26/emsfp/node/v1/sdp/a64f66a2-9910-11e5-8894-feff819cdc9f
14,a65f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-30,Sender,14,tx ch1 flow 6 secondary,10.1.20.26,10000,239.126.201.206,20000,01:00:5e:1a:c9:ce,0,0,10.1.20.26/emsfp/node/v1/sdp/a65f66a2-9910-11e5-8894-feff819cdc9f
15,a74f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-30,Sender,15,SPARE AUD 7,10.1.20.26,10000,239.126.101.207,20000,01:00:5e:1a:65:cf,0,0,10.1.20.26/emsfp/node/v1/sdp/a74f66a2-9910-11e5-8894-feff819cdc9f
16,a75f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-30,Sender,16,tx ch1 flow 7 secondary,10.1.20.26,10000,239.126.201.207,20000,01:00:5e:1a:c9:cf,0,0,10.1.20.26/emsfp/node/v1/sdp/a75f66a2-9910-11e5-8894-feff819cdc9f
17,a84f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-30,Sender,17,SPARE AUD 8,10.1.20.26,10000,239.126.101.208,20000,01:00:5e:1a:65:d0,0,0,10.1.20.26/emsfp/node/v1/sdp/a84f66a2-9910-11e5-8894-feff819cdc9f
18,a85f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-30,Sender,18,tx ch1 flow 8 secondary,10.1.20.26,10000,239.126.201.208,20000,01:00:5e:1a:c9:d0,0,0,10.1.20.26/emsfp/node/v1/sdp/a85f66a2-9910-11e5-8894-feff819cdc9f
19,a94f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Primary,2110-40,Sender,19,SPARE ANC,10.1.20.26,10000,239.126.101.241,20000,01:00:5e:1a:65:f1,0,1,10.1.20.26/emsfp/node/v1/sdp/a94f66a2-9910-11e5-8894-feff819cdc9f
20,a95f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,1,Secondary,2110-40,Sender,20,CG 4 FILL-ANC,10.1.20.26,10000,239.126.201.241,20000,01:00:5e:1a:c9:f1,0,0,10.1.20.26/emsfp/node/v1/sdp/a95f66a2-9910-11e5-8894-feff819cdc9f
21,b04f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-20,Sender,21,SPARE,10.1.20.26,10000,239.126.102.20,20000,01:00:5e:1a:66:14,0,1,10.1.20.26/emsfp/node/v1/sdp/b04f66a2-9910-11e5-8894-feff819cdc9f
22,b05f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-20,Sender,22,SPARE,10.1.20.26,10000,239.126.202.20,20000,01:00:5e:1a:ca:14,0,0,10.1.20.26/emsfp/node/v1/sdp/b05f66a2-9910-11e5-8894-feff819cdc9f
23,b14f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-30,Sender,23,SPARE AUD 1,10.1.20.26,10000,239.126.102.201,20000,01:00:5e:1a:66:c9,0,1,10.1.20.26/emsfp/node/v1/sdp/b14f66a2-9910-11e5-8894-feff819cdc9f
24,b15f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,24,SPARE AUD,10.1.20.26,10000,239.126.202.201,20000,01:00:5e:1a:ca:c9,0,0,10.1.20.26/emsfp/node/v1/sdp/b15f66a2-9910-11e5-8894-feff819cdc9f
25,b24f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-30,Sender,25,SPARE AUD 2,10.1.20.26,10000,239.126.102.202,20000,01:00:5e:1a:66:ca,0,0,10.1.20.26/emsfp/node/v1/sdp/b24f66a2-9910-11e5-8894-feff819cdc9f
26,b25f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,26,tx ch2 flow 2 secondary,10.1.20.26,10000,239.126.202.202,20000,01:00:5e:1a:ca:ca,0,0,10.1.20.26/emsfp/node/v1/sdp/b25f66a2-9910-11e5-8894-feff819cdc9f
27,b34f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-30,Sender,27,SPARE AUD 3,10.1.20.26,10000,239.126.102.203,20000,01:00:5e:1a:66:cb,0,0,10.1.20.26/emsfp/node/v1/sdp/b34f66a2-9910-11e5-8894-feff819cdc9f
28,b35f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,28,tx ch2 flow 3 secondary,10.1.20.26,10000,239.126.202.203,20000,01:00:5e:1a:ca:cb,0,0,10.1.20.26/emsfp/node/v1/sdp/b35f66a2-9910-11e5-8894-feff819cdc9f
29,b44f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-30,Sender,29,SPARE AUD 4,10.1.20.26,10000,239.126.102.204,20000,01:00:5e:1a:66:cc,0,0,10.1.20.26/emsfp/node/v1/sdp/b44f66a2-9910-11e5-8894-feff819cdc9f
30,b45f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,30,tx ch2 flow 4 secondary,10.1.20.26,10000,239.126.202.204,20000,01:00:5e:1a:ca:cc,0,0,10.1.20.26/emsfp/node/v1/sdp/b45f66a2-9910-11e5-8894-feff819cdc9f
31,b54f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-30,Sender,31,SPARE AUD 5,10.1.20.26,10000,239.126.102.205,20000,01:00:5e:1a:66:cd,0,0,10.1.20.26/emsfp/node/v1/sdp/b54f66a2-9910-11e5-8894-feff819cdc9f
32,b55f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,32,tx ch2 flow 5 secondary,10.1.20.26,10000,239.126.202.205,20000,01:00:5e:1a:ca:cd,0,0,10.1.20.26/emsfp/node/v1/sdp/b55f66a2-9910-11e5-8894-feff819cdc9f
33,b64f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-30,Sender,33,SPARE AUD 6,10.1.20.26,10000,239.126.102.206,20000,01:00:5e:1a:66:ce,0,0,10.1.20.26/emsfp/node/v1/sdp/b64f66a2-9910-11e5-8894-feff819cdc9f
34,b65f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,34,tx ch2 flow 6 secondary,10.1.20.26,10000,239.126.202.206,20000,01:00:5e:1a:ca:ce,0,0,10.1.20.26/emsfp/node/v1/sdp/b65f66a2-9910-11e5-8894-feff819cdc9f
35,b74f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-30,Sender,35,SPARE AUD 7,10.1.20.26,10000,239.126.102.207,20000,01:00:5e:1a:66:cf,0,0,10.1.20.26/emsfp/node/v1/sdp/b74f66a2-9910-11e5-8894-feff819cdc9f
36,b75f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,36,tx ch2 flow 7 secondary,10.1.20.26,10000,239.126.202.207,20000,01:00:5e:1a:ca:cf,0,0,10.1.20.26/emsfp/node/v1/sdp/b75f66a2-9910-11e5-8894-feff819cdc9f
37,b84f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-30,Sender,37,SPARE AUD 8,10.1.20.26,10000,239.126.102.208,20000,01:00:5e:1a:66:d0,0,0,10.1.20.26/emsfp/node/v1/sdp/b84f66a2-9910-11e5-8894-feff819cdc9f
38,b85f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-30,Sender,38,tx ch2 flow 8 secondary,10.1.20.26,10000,239.126.202.208,20000,01:00:5e:1a:ca:d0,0,0,10.1.20.26/emsfp/node/v1/sdp/b85f66a2-9910-11e5-8894-feff819cdc9f
39,b94f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Primary,2110-40,Sender,39,SPARE ANC,10.1.20.26,10000,239.126.102.241,20000,01:00:5e:1a:66:f1,0,1,10.1.20.26/emsfp/node/v1/sdp/b94f66a2-9910-11e5-8894-feff819cdc9f
40,b95f66a2-9910-11e5-8894-feff819cdc9f,ENCAP26,40:a3:6b:a0:77:xx,10.1.20.26,2110 Encapsulator - MA,2,Secondary,2110-40,Sender,40,SPARE ANC,10.1.20.26,10000,239.126.202.241,20000,01:00:5e:1a:ca:f1,0,0,10.1.20.26/emsfp/node/v1/sdp/b95f66a2-9910-11e5-8894-feff819cdc9f
